date,fire_count,frp_mean,frp_total,confidence_avg,tavg,tmin,tmax,prcp,wspd,fire_weather_index,drought_days,high_temp,high_wind,temp_range,month,season,fire_occurred,temp_lag1,prcp_lag1,drought_cumsum,season_encoded,tavg_rolling_3d,prcp_rolling_3d,wspd_rolling_3d,tavg_lag2,tavg_lag3,prcp_lag2,prcp_lag3,wspd_lag2,wspd_lag3,tavg_wspd_interaction
2023-10-03,8.0,1.05,8.39,0.0,22.3,17.35,27.05,0.0,6.8,63.76,1,0,0,9.7,10,Autumn,1,21.25,0.0,254,0,22.033333333333335,0.0,6.066666666666667,22.55,23.75,0.0,0.0,6.2,5.2,151.64000000000001
2023-10-04,9.0,5.27,47.46,76.0,22.8,17.05,28.55,0.15,4.85,47.19,1,1,0,11.5,10,Autumn,1,22.3,0.0,255,0,22.116666666666664,0.049999999999999996,5.616666666666667,21.25,22.55,0.0,0.0,5.2,6.2,110.58
2023-10-05,7.0,2.43,17.04,0.0,21.45,16.3,26.6,0.0,4.8,60.55,1,0,0,10.3,10,Autumn,1,22.8,0.15,256,0,22.183333333333334,0.049999999999999996,5.483333333333334,22.3,21.25,0.0,0.0,6.8,5.2,102.96
2023-10-06,16.0,2.17,34.65,0.0,22.5,15.9,29.3,0.0,4.35,61.29,1,1,0,13.4,10,Autumn,1,21.45,0.0,257,0,22.25,0.049999999999999996,4.666666666666668,22.8,22.3,0.15,0.0,4.85,6.8,97.87499999999999
2023-10-07,2.0,2.68,5.37,0.0,23.75,18.7,31.35,0.0,5.75,64.31,1,1,0,12.65,10,Autumn,1,22.5,0.0,258,0,22.566666666666666,0.0,4.966666666666668,21.45,22.8,0.0,0.15,4.8,4.85,136.5625
2023-10-08,8.0,3.97,31.77,0.0,22.45,16.65,29.85,0.0,4.6,61.5,1,1,0,13.2,10,Autumn,1,23.75,0.0,259,0,22.899999999999995,0.0,4.900000000000001,22.5,21.45,0.0,0.0,4.35,4.8,103.26999999999998
2023-10-09,20.0,13.49,269.83,72.88,22.6,14.7,30.2,0.0,5.2,62.34,1,1,0,15.5,10,Autumn,1,22.45,0.0,260,0,22.933333333333334,0.0,5.1833333333333345,23.75,22.5,0.0,0.0,5.75,4.35,117.52000000000001
2023-10-10,7.0,3.22,22.54,0.0,21.4,16.35,27.0,0.0,6.7,62.59,1,0,0,10.65,10,Autumn,1,22.6,0.0,261,0,22.149999999999995,0.0,5.500000000000001,22.45,23.75,0.0,0.0,4.6,5.75,143.38
2023-10-11,19.0,1.75,33.24,0.0,21.7,16.85,26.45,0.0,7.6,63.94,1,0,0,9.6,10,Autumn,1,21.4,0.0,262,0,21.900000000000002,0.0,6.500000000000001,22.6,22.45,0.0,0.0,5.2,4.6,164.92
2023-10-12,10.0,1.68,16.8,0.0,20.8,15.65,25.6,0.0,5.65,60.73,1,0,0,9.95,10,Autumn,1,21.7,0.0,263,0,21.3,0.0,6.650000000000001,21.4,22.6,0.0,0.0,6.7,5.2,117.52000000000001
2023-10-13,10.0,0.84,8.42,0.0,21.45,15.0,26.65,0.0,6.25,62.15,1,0,0,11.65,10,Autumn,1,20.8,0.0,264,0,21.316666666666666,0.0,6.500000000000001,21.7,21.4,0.0,0.0,7.6,6.7,134.0625
2023-10-14,13.0,3.52,45.82,85.0,24.05,18.4,32.5,0.15,7.8,51.93,1,1,0,14.1,10,Autumn,1,21.45,0.0,265,0,22.099999999999998,0.049999999999999996,6.566666666666667,20.8,21.7,0.0,0.0,5.65,7.6,187.59
2023-10-15,14.0,1.25,17.46,0.0,24.25,18.6,29.1,0.0,3.85,62.79,1,1,0,10.5,10,Autumn,1,24.05,0.15,266,0,23.25,0.049999999999999996,5.966666666666669,21.45,20.8,0.0,0.0,6.25,5.65,93.3625
2023-10-16,6.0,0.88,5.28,0.0,22.4,17.35,27.55,0.05,4.7,46.56,1,1,0,10.2,10,Autumn,1,24.25,0.0,267,0,23.566666666666663,0.06666666666666667,5.450000000000002,24.05,21.45,0.15,0.0,7.8,6.25,105.28
2023-10-17,60.0,107.36,6441.37,75.43,24.7,19.95,31.8,0.0,12.1,72.45,1,1,1,11.85,10,Autumn,1,22.4,0.05,268,0,23.78333333333333,0.016666666666666666,6.8833333333333355,24.25,24.05,0.0,0.15,3.85,7.8,298.87
2023-10-18,2.0,0.73,1.45,0.0,23.05,19.5,26.5,0.0,11.6,69.96,1,0,1,7.0,10,Autumn,1,24.7,0.0,269,0,23.383333333333336,0.016666666666666666,9.466666666666667,22.4,24.25,0.05,0.0,4.7,3.85,267.38
2023-10-19,13.0,7.85,102.03,58.0,22.85,19.2,27.0,13.5,20.25,49.3,0,0,1,7.8,10,Autumn,1,23.05,0.0,269,0,23.53333333333333,4.5,14.65,24.7,22.4,0.0,0.05,12.1,4.7,462.71250000000003
2023-10-20,4.0,7.78,31.14,72.0,20.65,16.95,23.5,15.9,10.1,35.47,0,0,1,6.55,10,Autumn,1,22.85,13.5,269,0,22.183333333333334,9.799999999999999,13.983333333333334,23.05,24.7,0.0,0.0,11.6,12.1,208.56499999999997
2023-10-21,1.0,0.43,0.43,0.0,19.25,14.75,23.5,0.0,6.2,59.51,1,0,0,8.75,10,Autumn,1,20.65,15.9,270,0,20.916666666666668,9.799999999999999,12.183333333333335,22.85,23.05,13.5,0.0,20.25,11.6,119.35000000000001
2023-10-22,6.0,1.24,7.41,0.0,22.05,17.25,26.1,0.2,21.35,64.58,1,0,1,8.85,10,Autumn,1,19.25,0.0,271,0,20.650000000000002,5.366666666666667,12.550000000000002,20.65,22.85,15.9,13.5,10.1,20.25,470.76750000000004
2023-10-23,0.0,0.0,0.0,0.0,18.95,17.0,21.6,4.1,13.35,37.07,0,0,1,4.6,10,Autumn,0,22.05,0.2,271,0,20.083333333333332,1.4333333333333333,13.633333333333335,19.25,20.65,0.0,15.9,6.2,10.1,252.9825
2023-10-24,8.0,1.31,10.47,0.0,18.8,13.95,22.6,0.0,7.65,60.59,1,0,0,8.65,10,Autumn,1,18.95,4.1,272,0,19.933333333333334,1.4333333333333333,14.116666666666669,22.05,19.25,0.2,0.0,21.35,6.2,143.82000000000002
2023-10-25,13.0,1.49,19.39,0.0,19.8,13.75,24.25,0.0,5.35,59.22,1,0,0,10.5,10,Autumn,1,18.8,0.0,273,0,19.183333333333334,1.3666666666666665,8.783333333333333,18.95,22.05,4.1,0.2,13.35,21.35,105.92999999999999
2023-10-26,5.0,2.03,10.16,0.0,19.65,14.85,24.5,0.0,5.45,59.15,1,0,0,9.65,10,Autumn,1,19.8,0.0,274,0,19.416666666666668,0.0,6.150000000000001,18.8,18.95,0.0,4.1,7.65,13.35,107.0925
2023-10-27,4.0,1.02,4.08,0.0,19.75,17.95,22.25,1.65,7.1,31.1,0,0,0,4.3,10,Autumn,1,19.65,0.0,274,0,19.733333333333334,0.5499999999999999,5.966666666666668,19.8,18.8,0.0,0.0,5.35,7.65,140.225
2023-10-28,0.0,0.0,0.0,0.0,19.95,16.0,23.0,0.0,6.1,60.22,1,0,0,7.0,10,Autumn,0,19.75,1.65,275,0,19.78333333333333,0.5499999999999999,6.216666666666668,19.65,19.8,0.0,0.0,5.45,5.35,121.695
2023-10-29,6.0,1.3,7.79,0.0,18.95,13.3,23.15,0.0,5.4,58.27,1,0,0,9.85,10,Autumn,1,19.95,0.0,276,0,19.55,0.5499999999999999,6.200000000000002,19.75,19.65,1.65,0.0,7.1,5.45,102.33
2023-10-30,1.0,0.52,0.52,0.0,20.55,18.05,23.1,13.1,11.25,51.63,1,0,1,5.05,10,Autumn,1,18.95,0.0,277,0,19.816666666666666,4.366666666666666,7.583333333333335,19.95,19.75,0.0,1.65,6.1,7.1,231.1875
2023-10-31,0.0,0.0,0.0,0.0,20.15,17.6,23.35,0.0,8.05,62.62,1,0,0,5.75,10,Autumn,0,20.55,13.1,278,0,19.88333333333333,4.366666666666666,8.233333333333336,18.95,19.95,0.0,0.0,5.4,6.1,162.2075
2023-11-01,1.0,0.78,0.78,0.0,19.75,16.6,24.85,0.35,6.15,30.04,0,0,0,8.25,11,Autumn,1,20.15,0.0,278,0,20.150000000000002,4.483333333333333,8.483333333333334,20.55,18.95,13.1,0.0,11.25,5.4,121.4625
2023-11-02,0.0,0.0,0.0,0.0,19.7,13.7,23.5,0.0,9.35,63.53,1,0,1,9.8,11,Autumn,0,19.75,0.35,279,0,19.866666666666667,0.11666666666666665,7.850000000000001,20.15,20.55,0.0,13.1,8.05,11.25,184.195
2023-11-03,0.0,0.0,0.0,0.0,19.5,15.75,22.35,1.9,6.1,44.69,1,0,0,6.6,11,Autumn,0,19.7,0.0,280,0,19.650000000000002,0.75,7.2,19.75,20.15,0.35,0.0,6.15,8.05,118.94999999999999
2023-11-04,15.0,6.75,101.32,69.33,18.45,13.5,22.05,0.0,4.6,56.8,1,0,0,8.55,11,Autumn,1,19.5,1.9,281,0,19.21666666666667,0.6333333333333333,6.6833333333333345,19.7,19.75,0.0,0.35,9.35,6.15,84.86999999999999
2023-11-05,7.0,0.99,6.94,0.0,17.35,15.7,18.8,2.2,7.95,29.21,0,0,0,3.1,11,Autumn,1,18.45,0.0,281,0,18.433333333333334,1.3666666666666665,6.216666666666668,19.5,19.7,1.9,0.0,6.1,9.35,137.9325
2023-11-06,4.0,2.32,9.29,0.0,17.2,14.0,20.55,0.4,10.75,47.14,1,0,1,6.55,11,Autumn,1,17.35,2.2,282,0,17.666666666666668,0.8666666666666667,7.766666666666668,18.45,19.5,0.0,1.9,4.6,6.1,184.9
2023-11-07,9.0,7.45,67.06,75.0,15.3,10.75,19.05,0.15,11.4,45.62,1,0,1,8.3,11,Autumn,1,17.2,0.4,283,0,16.616666666666664,0.9166666666666666,10.033333333333333,17.35,18.45,2.2,0.0,7.95,4.6,174.42000000000002
2023-11-08,5.0,0.9,4.51,0.0,14.8,7.9,20.0,0.15,7.8,41.05,1,0,0,12.1,11,Autumn,1,15.3,0.15,284,0,15.766666666666667,0.2333333333333333,9.983333333333334,17.2,17.35,0.4,2.2,10.75,7.95,115.44
2023-11-09,9.0,5.08,45.71,61.67,16.25,10.85,21.55,0.0,5.65,55.37,1,0,0,10.7,11,Autumn,1,14.8,0.15,285,0,15.450000000000001,0.09999999999999999,8.283333333333333,15.3,17.2,0.15,0.4,11.4,10.75,91.8125
2023-11-10,15.0,1.68,25.19,0.0,19.0,13.95,22.7,0.0,6.4,59.44,1,0,0,8.75,11,Autumn,1,16.25,0.0,286,0,16.683333333333334,0.049999999999999996,6.616666666666667,14.8,15.3,0.15,0.15,7.8,11.4,121.60000000000001
2023-11-11,5.0,1.56,7.8,0.0,17.9,14.0,22.5,0.0,7.35,59.2,1,0,0,8.5,11,Autumn,1,19.0,0.0,287,0,17.71666666666667,0.0,6.466666666666668,16.25,14.8,0.0,0.15,5.65,7.8,131.56499999999997
2023-11-12,2.0,0.76,1.52,0.0,18.05,13.25,22.65,0.0,8.8,60.98,1,0,1,9.4,11,Autumn,1,17.9,0.0,288,0,18.316666666666666,0.0,7.516666666666668,19.0,16.25,0.0,0.0,6.4,5.65,158.84000000000003
2023-11-13,7.0,2.99,20.96,38.0,18.9,11.95,25.5,0.0,4.1,56.77,1,0,0,13.55,11,Autumn,1,18.05,0.0,289,0,18.283333333333335,0.0,6.75,17.9,19.0,0.0,0.0,7.35,6.4,77.48999999999998
2023-11-14,13.0,1.88,24.47,45.0,18.9,12.25,25.25,0.0,3.65,56.28,1,0,0,13.0,11,Autumn,1,18.9,0.0,290,0,18.616666666666667,0.0,5.516666666666668,18.05,17.9,0.0,0.0,8.8,7.35,68.985
2023-11-15,14.0,3.46,48.43,62.0,17.25,11.3,23.6,0.0,3.85,54.56,1,0,0,12.3,11,Autumn,1,18.9,0.0,291,0,18.349999999999998,0.0,3.8666666666666676,18.9,18.05,0.0,0.0,4.1,8.8,66.41250000000001
2023-11-16,8.0,4.18,33.44,44.0,17.25,12.55,21.0,0.25,4.25,40.0,1,0,0,8.45,11,Autumn,1,17.25,0.0,292,0,17.8,0.08333333333333333,3.916666666666668,18.9,18.9,0.0,0.0,3.65,4.1,73.3125
2023-11-17,7.0,1.67,11.68,0.0,16.65,10.5,22.25,0.0,5.15,55.29,1,0,0,11.75,11,Autumn,1,17.25,0.25,293,0,17.05,0.08333333333333333,4.416666666666668,17.25,18.9,0.0,0.0,3.85,3.65,85.7475
2023-11-18,8.0,4.13,33.06,0.0,15.9,11.0,20.95,0.15,4.05,38.19,1,0,0,9.95,11,Autumn,1,16.65,0.0,294,0,16.599999999999998,0.13333333333333333,4.483333333333334,17.25,17.25,0.25,0.0,4.25,3.85,64.395
2023-11-19,9.0,1.11,10.02,61.0,15.7,10.5,21.45,0.15,4.0,37.9,1,0,0,10.95,11,Autumn,1,15.9,0.15,295,0,16.083333333333332,0.09999999999999999,4.400000000000001,16.65,17.25,0.0,0.25,5.15,4.25,62.8
2023-11-20,17.0,2.36,40.12,66.0,15.75,11.0,21.5,0.0,3.8,52.74,1,0,0,10.5,11,Autumn,1,15.7,0.15,296,0,15.783333333333333,0.09999999999999999,3.950000000000001,15.9,16.65,0.15,0.0,4.05,5.15,59.849999999999994
2023-11-21,10.0,2.11,21.06,0.0,18.1,13.4,23.5,0.0,5.55,57.44,1,0,0,10.1,11,Autumn,1,15.75,0.0,297,0,16.51666666666667,0.049999999999999996,4.450000000000001,15.7,15.9,0.15,0.15,4.0,4.05,100.455
2023-11-22,1.0,6.6,6.6,40.0,16.3,10.9,20.15,0.0,6.4,56.26,1,0,0,9.25,11,Autumn,1,18.1,0.0,298,0,16.71666666666667,0.0,5.250000000000001,15.75,15.7,0.0,0.15,3.8,4.0,104.32000000000001
2023-11-23,13.0,5.96,77.46,76.0,14.85,8.25,20.75,0.0,8.25,56.6,1,0,0,12.5,11,Autumn,1,16.3,0.0,299,0,16.416666666666668,0.0,6.733333333333334,18.1,15.75,0.0,0.0,5.55,3.8,122.5125
2023-11-24,3.0,3.83,11.48,60.5,13.6,6.9,19.95,0.0,6.15,52.81,1,0,0,13.05,11,Autumn,1,14.85,0.0,300,0,14.916666666666666,0.0,6.9333333333333345,16.3,18.1,0.0,0.0,6.4,5.55,83.64
2023-11-25,14.0,9.03,126.36,76.33,13.5,8.3,19.5,0.0,4.65,51.03,1,0,0,11.2,11,Autumn,1,13.6,0.0,301,0,13.983333333333334,0.0,6.350000000000001,14.85,16.3,0.0,0.0,8.25,6.4,62.775000000000006
2023-11-26,12.0,2.88,34.53,55.0,14.7,8.55,21.2,0.0,5.6,53.49,1,0,0,12.65,11,Autumn,1,13.5,0.0,302,0,13.933333333333332,0.0,5.466666666666669,13.6,14.85,0.0,0.0,6.15,8.25,82.32
2023-11-27,4.0,3.02,12.09,0.0,15.55,9.8,21.5,0.0,5.6,54.49,1,0,0,11.7,11,Autumn,1,14.7,0.0,303,0,14.583333333333334,0.0,5.283333333333334,13.5,13.6,0.0,0.0,4.65,6.15,87.08
2023-11-28,3.0,6.46,19.37,0.0,16.0,10.2,21.3,0.0,4.75,54.08,1,0,0,11.1,11,Autumn,1,15.55,0.0,304,0,15.416666666666666,0.0,5.316666666666667,14.7,13.5,0.0,0.0,5.6,4.65,76.0
2023-11-29,1.0,1.68,1.68,0.0,16.2,10.35,22.1,0.0,5.8,55.48,1,0,0,11.75,11,Autumn,1,16.0,0.0,305,0,15.916666666666666,0.0,5.383333333333334,15.55,14.7,0.0,0.0,5.6,5.6,93.96
2023-11-30,1.0,0.51,0.51,0.0,17.15,11.7,21.5,0.0,7.65,58.65,1,0,0,9.8,11,Autumn,1,16.2,0.0,306,0,16.45,0.0,6.066666666666667,16.0,15.55,0.0,0.0,4.75,5.6,131.1975
2023-12-01,8.0,2.01,16.1,0.0,16.3,11.95,21.1,13.2,10.3,30.58,0,0,1,9.15,12,Winter,1,17.15,0.0,306,3,16.549999999999997,4.3999999999999995,7.916666666666668,16.2,16.0,0.0,0.0,5.8,4.75,167.89000000000001
2023-12-02,3.0,1.52,4.57,0.0,14.7,11.0,18.5,1.25,5.95,23.88,0,0,0,7.5,12,Winter,1,16.3,13.2,306,3,16.05,4.816666666666666,7.966666666666668,17.15,16.2,0.0,0.0,7.65,5.8,87.465
2023-12-03,2.0,3.3,6.61,0.0,13.85,8.85,18.7,0.0,7.6,54.71,1,0,0,9.85,12,Winter,1,14.7,1.25,307,3,14.950000000000001,4.816666666666666,7.950000000000002,16.3,17.15,13.2,0.0,10.3,7.65,105.25999999999999
2023-12-04,0.0,0.0,0.0,0.0,13.55,7.45,19.4,0.0,5.0,51.48,1,0,0,11.95,12,Winter,0,13.85,0.0,308,3,14.033333333333333,0.4166666666666667,6.1833333333333345,14.7,16.3,1.25,13.2,5.95,10.3,67.75
2023-12-05,0.0,0.0,0.0,0.0,16.9,10.45,22.75,1.3,8.85,29.68,0,0,1,12.3,12,Winter,0,13.55,0.0,308,3,14.766666666666666,0.43333333333333335,7.150000000000001,13.85,14.7,0.0,1.25,7.6,5.95,149.56499999999997
2023-12-06,6.0,1.22,7.35,30.0,17.7,15.9,19.5,4.25,19.6,42.52,0,0,1,3.6,12,Winter,1,16.9,1.3,308,3,16.05,1.8499999999999999,11.15,13.55,13.85,0.0,0.0,5.0,7.6,346.92
2023-12-07,1.0,3.19,3.19,0.0,17.45,13.85,20.3,0.25,3.9,39.85,1,0,0,6.45,12,Winter,1,17.7,4.25,309,3,17.349999999999998,1.9333333333333333,10.783333333333333,16.9,13.55,1.3,0.0,8.85,5.0,68.05499999999999
2023-12-08,3.0,0.81,2.43,0.0,16.95,11.5,22.05,0.0,5.0,55.48,1,0,0,10.55,12,Winter,1,17.45,0.25,310,3,17.366666666666667,1.5,9.500000000000002,17.7,16.9,4.25,1.3,19.6,8.85,84.75
2023-12-09,11.0,2.48,27.27,0.0,17.3,13.35,21.85,0.0,6.85,57.94,1,0,0,8.5,12,Winter,1,16.95,0.0,311,3,17.233333333333334,0.08333333333333333,5.250000000000001,17.45,17.7,0.25,4.25,3.9,19.6,118.505
2023-12-10,2.0,13.33,26.66,63.0,17.25,11.5,24.5,0.0,6.4,57.38,1,0,0,13.0,12,Winter,1,17.3,0.0,312,3,17.166666666666668,0.0,6.083333333333335,16.95,17.45,0.0,0.25,5.0,3.9,110.4
2023-12-11,11.0,1.66,18.28,0.0,17.3,11.35,25.5,0.0,3.55,54.28,1,0,0,14.15,12,Winter,1,17.25,0.0,313,3,17.283333333333335,0.0,5.600000000000001,17.3,16.95,0.0,0.0,6.85,5.0,61.415
2023-12-12,8.0,1.38,11.08,0.0,15.5,11.3,20.5,0.0,3.7,52.33,1,0,0,9.2,12,Winter,1,17.3,0.0,314,3,16.683333333333334,0.0,4.550000000000002,17.25,17.3,0.0,0.0,6.4,6.85,57.35
2023-12-13,6.0,0.7,4.22,0.0,16.55,13.2,20.5,2.65,7.75,28.05,0,0,0,7.3,12,Winter,1,15.5,0.0,314,3,16.450000000000003,0.8833333333333333,5.000000000000001,17.3,17.25,0.0,0.0,3.55,6.4,128.26250000000002
2023-12-14,2.0,2.54,5.08,0.0,13.65,9.5,17.5,0.0,9.6,56.69,1,0,1,8.0,12,Winter,1,16.55,2.65,315,3,15.233333333333336,0.8833333333333333,7.016666666666668,15.5,17.3,0.0,0.0,3.7,3.55,131.04
2023-12-15,4.0,0.76,3.03,0.0,11.7,5.1,18.7,0.0,7.25,51.79,1,0,0,13.6,12,Winter,1,13.65,0.0,316,3,13.966666666666669,0.8833333333333333,8.200000000000001,16.55,15.5,2.65,0.0,7.75,3.7,84.82499999999999
2023-12-16,7.0,4.43,31.0,63.0,16.05,6.8,23.2,0.0,9.7,59.62,1,0,1,16.4,12,Winter,1,11.7,0.0,317,3,13.800000000000002,0.0,8.850000000000001,13.65,16.55,0.0,2.65,9.6,7.75,155.685
2023-12-17,11.0,3.62,39.81,0.0,13.35,5.25,20.35,0.0,9.25,55.95,1,0,1,15.1,12,Winter,1,16.05,0.0,318,3,13.700000000000001,0.0,8.733333333333334,11.7,13.65,0.0,0.0,7.25,9.6,123.4875
2023-12-18,6.0,3.69,22.13,50.0,13.15,8.0,19.0,0.0,14.15,61.13,1,0,1,11.0,12,Winter,1,13.35,0.0,319,3,14.183333333333332,0.0,11.033333333333333,16.05,11.7,0.0,0.0,9.7,7.25,186.07250000000002
2023-12-19,3.0,3.05,9.14,0.0,11.65,5.5,17.5,0.0,6.1,50.46,1,0,0,12.0,12,Winter,1,13.15,0.0,320,3,12.716666666666669,0.0,9.833333333333336,13.35,16.05,0.0,0.0,9.25,9.7,71.065
2023-12-20,3.0,2.46,7.38,0.0,12.9,6.4,18.4,0.6,6.65,37.54,1,0,0,12.0,12,Winter,1,11.65,0.0,321,3,12.566666666666668,0.19999999999999998,8.966666666666669,13.15,13.35,0.0,0.0,14.15,9.25,85.78500000000001
2023-12-21,4.0,4.82,19.27,37.0,14.1,10.7,17.35,3.7,5.5,22.68,0,0,0,6.65,12,Winter,1,12.9,0.6,321,3,12.883333333333335,1.4333333333333333,6.083333333333335,11.65,13.15,0.0,0.0,6.1,14.15,77.55
2023-12-22,2.0,0.82,1.63,0.0,12.9,6.8,19.0,0.0,5.25,50.99,1,0,0,12.2,12,Winter,1,14.1,3.7,322,3,13.300000000000002,1.4333333333333336,5.800000000000002,12.9,11.65,0.6,0.0,6.65,6.1,67.72500000000001
2023-12-23,3.0,2.63,7.9,0.0,13.35,7.5,19.25,0.15,4.75,35.96,1,0,0,11.75,12,Winter,1,12.9,0.0,323,3,13.450000000000001,1.2833333333333334,5.166666666666668,14.1,12.9,3.7,0.6,5.5,6.65,63.4125
2023-12-24,7.0,1.28,8.93,0.0,12.05,6.5,18.75,0.0,5.1,49.82,1,0,0,12.25,12,Winter,1,13.35,0.15,324,3,12.766666666666667,0.049999999999999996,5.033333333333334,12.9,14.1,0.0,3.7,5.25,5.5,61.455
2023-12-25,8.0,1.9,15.23,0.0,12.55,6.9,18.4,0.0,5.5,50.85,1,0,0,11.5,12,Winter,1,12.05,0.0,325,3,12.65,0.049999999999999996,5.116666666666668,13.35,12.9,0.15,0.0,4.75,5.25,69.025
2023-12-26,8.0,4.98,39.83,45.0,12.9,7.6,17.2,0.0,6.75,52.65,1,0,0,9.6,12,Winter,1,12.55,0.0,326,3,12.5,0.0,5.783333333333334,12.05,13.35,0.0,0.15,5.1,4.75,87.075
2023-12-27,8.0,1.26,10.09,0.0,12.0,8.65,17.75,0.0,7.4,52.31,1,0,0,9.1,12,Winter,1,12.9,0.0,327,3,12.483333333333334,0.0,6.550000000000002,12.55,12.05,0.0,0.0,5.5,5.1,88.80000000000001
2023-12-28,6.0,4.48,26.89,63.5,11.8,4.4,20.35,0.0,3.4,47.65,1,0,0,15.95,12,Winter,1,12.0,0.0,328,3,12.233333333333334,0.0,5.850000000000001,12.9,12.55,0.0,0.0,6.75,5.5,40.120000000000005
2023-12-29,2.0,0.9,1.8,0.0,14.55,7.6,22.0,0.0,4.95,52.6,1,0,0,14.4,12,Winter,1,11.8,0.0,329,3,12.783333333333337,0.0,5.250000000000001,12.0,12.9,0.0,0.0,7.4,6.75,72.02250000000001
2023-12-30,3.0,6.72,20.17,57.5,14.7,8.35,20.55,0.0,5.1,52.94,1,0,0,12.2,12,Winter,1,14.55,0.0,330,3,13.683333333333335,0.0,4.483333333333334,11.8,12.0,0.0,0.0,3.4,7.4,74.96999999999998
2023-12-31,5.0,0.99,4.94,0.0,12.8,7.2,19.6,0.0,5.05,50.65,1,0,0,12.4,12,Winter,1,14.7,0.0,331,3,14.016666666666667,0.0,5.033333333333334,14.55,11.8,0.0,0.0,4.95,3.4,64.64
